nombre_de_servicio_turistico,identificador_de_clasificacion,clasificacion,identificador_de_categoria,categoria,identificador_de_subcategoria,subcategoria,direccion,correo_electronico,sitio_web,telefono,codigo_de_departamento,codigo_de_provincia,codigo_de_distrito,nombre_de_departamento,nombre_de_provincia,nombre_de_distrito,ruc,siglas,nombre_de_empresa,fecha_de_registro_de_empresa,fecha_actualizacion_datos_de_empresa
La Vaca Loca Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Los Rubies Mz. N Lot. 14 Urb. Miraflores,informeslavacaloca@gmail.com,,991417287,20,01,04,Piura,Piura,Castilla,20603524439,La Vaca Loca Tours,Asociado E Inversiones D Y B S.A.C.,2020-10-16,2025-01-04
Millonarios Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Callao 355,millonariostravel@gmail.com,https://millonarios-travel.negocio.site/,946416416,22,01,01,San Martin,Moyobamba,Moyobamba,20604931615,Millonarios Travel,Millonarios Travel E.I.R.L.,2020-12-09,2025-01-22
Millonarios Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Antonio Raymondi Ndeg 282,millonariostravel@gmail.com,https://millonarios-travel.negocio.site/,942800954,22,09,01,San Martin,San Martin,Tarapoto,20604931615,Millonarios Travel,Millonarios Travel E.I.R.L.,2020-12-09,2025-01-22
Qallwa Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Prolongacion Mariscal Benavides 1471 Panamericana Sur,ventas@qallwahotels.com,https://qallwahotels.com/,056 265151,11,02,10,Ica,Chincha,Sunampe,20512423516,Qallwa Hotel,Negocios E Inversiones Mevel S.A.C.,2020-12-11,2025-01-07
Qallwa Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Prolongacion Mariscal Benavides 1471 Panamericana Sur,ventas@qallwahotels.com,https://qallwahotels.com/,989068354,11,02,10,Ica,Chincha,Sunampe,20512423516,Qallwa Hotel,Negocios E Inversiones Mevel S.A.C.,2020-12-11,2025-01-07
Qallwa Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Prol. Libertad Con Panamericana Norte - Casma Ref. Km. 379,recepcioncasma@qallwahotels.com,https://qallwahotels.com/,043 269920,02,08,01,Ancash,Casma,Casma,20512423516,Qallwa Hotel,Negocios E Inversiones Mevel S.A.C.,2020-12-11,2025-01-07
Qallwa Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Av. Prol. Libertad Con Panamericana Norte - Casma Ref. Km. 379,recepcioncasma@qallwahotels.com,https://qallwahotels.com/,987240084,02,08,01,Ancash,Casma,Casma,20512423516,Qallwa Hotel,Negocios E Inversiones Mevel S.A.C.,2020-12-11,2025-01-07
Andean Exclusive Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Urb. Balconcillo Alto C-6,operaciones@andeanexclusive.com     reservas2@andeanexclusive.com,www.andeanexclusive.com,979721194,08,01,01,Cusco,Cusco,Cusco,20600979079,Andean Exclusive Tours,Andean Exclusive S.R.L.,2020-12-14,2025-01-21
Qorianka Tours,2205,Agencias De Viajes Y Turismo,220501,Agencias Mayoristas,220501,Agencias Mayoristas,Cl. Garcilaso 210,qoriankatoursperu@hotmail.com,,974978771,08,01,01,Cusco,Cusco,Cusco,20490215264,Qorianka Tours,Qorianka Tours S.R.L,2021-02-12,2025-01-30
Mistic World Travel Agency,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Espaderos 105,info@mysticworldtravel.com,www.mysticworldtravel.com,953421611,08,01,01,Cusco,Cusco,Cusco,20564003540,Mistic World Travel Agency,Mistic World Travel Agency E.I.R.L.,2021-02-25,2025-01-25
New Life Style,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. Sol 236,reservas@newtravelagency.net     newtravelagencyperu@gmail.com,www.newtravelagency.net,958225077,08,01,01,Cusco,Cusco,Cusco,20605163697,New Life Style,New Lifestyle Tour E.I.R.L.,2021-03-29,2025-01-15
Kintu,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Tancarpata, Sector Qosqopucro",bienvenido@kintuexpeditions.com,www.kintuexpeditions.com,984680163,08,01,05,Cusco,Cusco,San Sebastian,20490079492,Kintu,Inversiones Turisticas K'Intu E.I.R.L.,2021-04-07,2025-01-24
Turismo Zavaleta,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Piura 436,zavaleta_peru@hotmail.com,www.zavaletaturismoperu.com,944220019,20,07,06,Piura,Talara,Mancora,20603572077,Turismo Zavaleta,Turismo Zavaleta S.R.L,2021-05-04,2025-01-04
Kb Adventures,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Portal Espinar 163,info@kbtourstravel.com,www.kbtourstravel.com,978730410,08,01,01,Cusco,Cusco,Cusco,20490084577,Kb Adventures,Agencia Turismo K.B. Adventures S.A.C.,2021-05-20,2025-01-24
Samiria Jungle Hotel,2201,Establecimientos De Hospedaje,220101,Hoteles,22010102,H.4 Estrellas,Jr. Ricardo Palma 159,gerencia@samiriajunglehotel.com     reservas@samiriajunglehotel.com,www.samiriajunglehotel.com,065 223232,16,01,01,Loreto,Maynas,Iquitos,20607969788,Samiria Jungle Hotel,Samiria Jungle Hotel E.I.R.L,2021-05-27,2025-01-16
Machupicchu Explorers,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Union Tiobamba J-1,infor@machupicchuexplorers.com.pe,www.expeditionsmachupicchu.com,950336553,08,01,06,Cusco,Cusco,Santiago,20604840717,Machupicchu Explorers,Machupicchu Explorers E.I.R.L,2021-05-28,2025-01-15
Agencia De Viajes Info Machupicchu Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,A.P.V Chinchaysuyo B-12,info@infomachupicchutravel.com,www.infomachupicchutravel.com,986392568,08,01,03,Cusco,Cusco,Poroy,20605728104,Agencia De Viajes Info Machupicchu Travel,Info Machupicchu Travel S.R.L.,2021-06-08,2025-01-15
Amazon Gold Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Rioja 357,"fctarapoto@gmail.com, gerencia@amozongoldtravel.com",www.amazongoldtravel.com/,934514599,22,09,01,San Martin,San Martin,Tarapoto,20601209889,Amazon Gold Travel,Amazon Gold Grain E.I.R.L.,2021-06-11,2025-01-22
Mood Hotel Lifestyle,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Av. Saenza Pena 396,reservas@qallarix.pe,www.moodhotels.pe/chiclayo,936150050,14,01,01,Lambayeque,Chiclayo,Chiclayo,20604828776,Mood Hotel Lifestyle,Qallarix Rrv E.I.R.L,2021-07-19,2025-01-20
Rent A Car San Jose,2203,Transporte,220301,Terrestre,22030104,Alquiler De Autos,Av. Fitzcarral S/N  Aeropuerto,rentacarsanjosesacchiclayo@hotmail.com,www.rentacarsanjose.pe,074 223652,14,01,01,Lambayeque,Chiclayo,Chiclayo,20175642341,Rent A Car San Jose,Estacion De Servicios San Jose S.A.C.,2021-07-23,2025-01-04
Rent A Car San Jose,2203,Transporte,220301,Terrestre,22030104,Alquiler De Autos,Av. Corpac 247 (Al Interior Del Aeropuerto De Piura),rentacarsanjosesacaeropuerto@hotmail.com,www.rentacarsanjose.pe,946022333,20,01,04,Piura,Piura,Castilla,20175642341,Rent A Car San Jose,Estacion De Servicios San Jose S.A.C.,2021-07-23,2025-01-04
Jasthy'N Travel Tours,2205,Agencias De Viajes Y Turismo,220501,Agencias Mayoristas,220501,Agencias Mayoristas,"Av. El Sol 900, Of. 402",reservas@jasthyn-travel.com,https://jasthyn-travel.com/,981307060,08,01,01,Cusco,Cusco,Cusco,20605736913,Jasthy'N Travel Tours,Jasthy'N Travel Tours E.I.R.L.,2021-08-21,2025-01-26
Travel Peru,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,A. H Marko Jara Mz. J Lote 15 (Exclusivamente Digital),agenciadeviajestravelperu@gmail.com,nan,933485412,20,05,01,Piura,Paita,Paita,10470132286,Travel Peru,Travel Peru,2021-08-26,2025-01-04
Peru Terra Expeditions,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Centro Comercial Ruisenores Portal De Panes 123, Of. 104",peruterraexpeditions@gmail.com     info@peruterraexpeditions.com,www.peruterraexpeditions.com,997123560,08,01,01,Cusco,Cusco,Cusco,20600722426,Peru Terra Expeditions,Peru Terra Expeditions Eirl,2021-08-27,2025-01-21
Rua Hotel Boutique,2201,Establecimientos De Hospedaje,220101,Hoteles,22010103,H.3 Estrellas,Cl. Libertad 1082,reservas@ruahoteles.com      recepcion@ruahoteles.com,www.ruahoteles.com,980029770,20,01,01,Piura,Piura,Piura,20607132420,Rua Hotel Boutique,Corporacion Larf S.A.C,2021-09-30,2025-01-04
Tayta Travel Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Cl. Los Girasoles Mz J Lt.12 Urb. Las Colinas Del Chira, Adus",taytatraveltour@gmail.com,taytatraveltours.com,974133331,20,06,01,Piura,Sullana,Sullana,20607504181,Tayta Travel Tours,Tayta Travel Peru Sac,2021-10-25,2025-01-04
Luxury Viajes,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Urb. Miraflores Cal. Mz. J Lt 18,info@luxuryviajesperu.com,,73624525,20,01,04,Piura,Piura,Castilla,20608147242,Luxury Viajes,Luxury Viajes And Cruises Sac,2021-12-22,2025-01-04
Piura Sandboard,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. San Francisco 221,piurasandboard@gmail.com,,073 527788,20,08,01,Piura,Sechura,Sechura,20606335971,Piura Sandboard,Piura Sandboard E.I.R.L,2022-01-13,2025-01-04
Wayki Trek,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Quera 239,sales@waykitrek.net     leocusi@waykitrek.net,www.waykitrek.net,084 224092,08,01,01,Cusco,Cusco,Cusco,20450643441,Wayki Trek,Wayki Trek Transportes Turisticos S.A.C.,2022-02-25,2025-01-26
Daazu Viajes Y Turismo,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Jr. Prolongacion Jorge Chaves 173 Barrio Waycu (Presencial Y Digital),"daazuviajesyturismo@gmail.com, bechi.6@hotmail.com",daazuviajesyturismo.negocio.site,941853670,22,09,01,San Martin,San Martin,Tarapoto,10706766401,Daazu Viajes Y Turismo,Garcia Chung Betsy Carolina,2022-03-02,2025-01-17
Ideas Piura Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Ayacucho 459,infomes@ideaspiuratours.com,www.ideaspiuratours.com,945368416,20,01,01,Piura,Piura,Piura,20604249296,Ideas Piura Tours,Ideas Piura Tours E.I.R.L,2022-03-14,2025-01-04
Tour Tarapoto,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Moyobamba 119-Tarapoto,reservas@tourtarapoto.com,www.tourtarapoto.com,981306465,22,09,01,San Martin,San Martin,Tarapoto,20605471961,Tour Tarapoto,Tour Tarapoto Adventure Eirl,2022-04-02,2025-01-09
Agencia De Viajes Y Turismo Alegre'S,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Juan Bautista 839,robercito100@hotmail.com     agenciadeviajesalegres@gmail.com,,975688002,02,01,01,Ancash,Huaraz,Huaraz,20605597506,Agencia De Viajes Y Turismo Alegre'S,Agencia De Viajes Y Turismo Alegre'S E.I.R.L.,2022-04-05,2025-01-03
Agencia De Viajes Y Turismo Alegre'S,2203,Transporte,220301,Terrestre,22030102,Transporte Turistico,Jr. Juan Bautista 839,robercito100@hotmail.com     agenciadeviajesalegres@gmail.com,,975688002,02,01,01,Ancash,Huaraz,Huaraz,20605597506,Agencia De Viajes Y Turismo Alegre'S,Agencia De Viajes Y Turismo Alegre'S E.I.R.L.,2022-04-05,2025-01-03
Suites Del Mar,2201,Establecimientos De Hospedaje,220103,Hostales,22010301,Hs.3 Estrellas,Playa Del Amor 48,reservas@hoteldelmarmancora.com,www.suitesdelmarmancora.com,073 496852,20,07,06,Piura,Talara,Mancora,20526272731,Suites Del Mar,J40 E.I.R.L.,2022-05-09,2025-01-03
Hotel Paraiso  - Piura,2201,Establecimientos De Hospedaje,220107,Hospedaje No Categorizado,220107,Hospedaje No Categorizado,Jr Callao 111 Con Malecon Eguiguren 606,reservaspiu@hotelesparaiso.com.pe,https://hotelesparaiso.com.pe/piura/,073 700086,20,01,01,Piura,Piura,Piura,20601704774,Hotel Paraiso  - Piura,Hotelier S.A.C,2022-05-24,2025-01-03
Norte Suites Boutique,2201,Establecimientos De Hospedaje,220103,Hostales,22010301,Hs.3 Estrellas,Panamericana Norte Km 127.5 - Caleta El Nuro,reservas@nortesuitesboutique.com,https://www.nortesuitesboutique.com/es/index.html,924489439,20,07,05,Piura,Talara,Los Organos,20605858245,Norte Suites Boutique,Nclh Peru Sac,2022-05-29,2025-01-04
Costamar Travel,2205,Agencias De Viajes Y Turismo,220501,Agencias Mayoristas,220501,Agencias Mayoristas,Cl. 7 De Enero 676,consultas@costamar.com,www.costamar.com,074 274149,14,01,01,Lambayeque,Chiclayo,Chiclayo,20126339632,Costamar Travel,Costamar Travel Cruise & Tours S.A.C.,2022-06-16,2025-01-17
Costamar Travel,2205,Agencias De Viajes Y Turismo,220501,Agencias Mayoristas,220501,Agencias Mayoristas,"Jr. Pizarro 568, Pasaje Peatonal",grp.vacacionestrujillo@costamar.com.pe,www.costamar.com,044 643140,13,01,01,La Libertad,Trujillo,Trujillo,20126339632,Costamar Travel,Costamar Travel Cruise & Tours S.A.C.,2022-06-16,2025-01-17
D Tour,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Cl. Mariscal Nieto 480, Centro Comercial Boulevard (Of. Ndeg 08)",agenciadtour@hotmail.com,,950 045 506,14,01,01,Lambayeque,Chiclayo,Chiclayo,20600197704,D Tour,D Tour S.A.C,2022-06-17,2025-01-17
Garza Travel Tours,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Los Pinos 157 - Santa Victoria ( Atencion Digital),garzatravel@hotmail.com,,979210529,14,01,01,Lambayeque,Chiclayo,Chiclayo,20479578771,Garza Travel Tours,Garza Travel Tours E.I.R.L.,2022-06-17,2025-01-17
Joymeyros,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Alfonso Ugarte 609 (Of.302)  3Er Piso (Remoto),joymeyros@hotmail.com,,944 221 047,14,01,01,Lambayeque,Chiclayo,Chiclayo,20487999904,Joymeyros,Joymeyros Tours  E.I.R.L,2022-06-17,2025-01-17
Maravillas Tours Peru,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Cl. Trompeteros 319,reservas.maravillastourstoursperu@gmail.com,www.maravillastoursperu.com,950878039,14,01,01,Lambayeque,Chiclayo,Chiclayo,20601070996,Maravillas Tours Peru,Maravillas Tours Peru S.A.C,2022-06-17,2025-01-17
Mauva Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Pje. La Puntilla  271,- Urb. Fdco. Villareal",mauva.infotours@gmail.com      reservas.mauvatravel@gmail.com,www.mauvatravel.com,968809568,14,01,01,Lambayeque,Chiclayo,Chiclayo,10410898522,Mauva Travel,Luis Enrique Oblitas Pastor,2022-06-17,2025-01-21
Pomac Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,"Via Mz ""A"" - Lote S/N- Cas. Pomac Iii ( Exclusivamente Digital)",gerencia@pomactours.com,www.pomactours.com,968982587,14,02,05,Lambayeque,Ferrenafe,Pitipo,20600046048,Pomac Tours,Pomac Tours S.A.C,2022-06-17,2025-01-17
Rutas Y Rumbos Travel,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Elias Aguirre 728 - 2Do Piso,rutas.destinostravel@gmail.com,www.rutasyrumbos.clickandbook.com/,991 971 773,14,01,01,Lambayeque,Chiclayo,Chiclayo,20603302797,Rutas Y Rumbos Travel,Rutas Y Rumbos Agencia De Viaje E.I.R.L,2022-06-18,2025-01-21
Turismo Lambayeque,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Minavir 208 - Urb. San Isidro,turismolambayeque@outlook.com,,944 477 900,14,01,01,Lambayeque,Chiclayo,Chiclayo,20539109635,Turismo Lambayeque,Turismo Lambayeque S.A.C,2022-06-18,2025-01-17
D' Vega Peru Travel,2205,Agencias De Viajes Y Turismo,220501,Agencias Mayoristas,220501,Agencias Mayoristas,Cl. Leticia 440,devegaperutravel@gmail.com,,968241226,14,01,01,Lambayeque,Chiclayo,Chiclayo,20488022904,D' Vega Peru Travel,D' Vega Peru Travel E.I.R.L,2022-06-18,2025-01-21
Kiwi Travel Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. San Jose 755 - 4o Piso (Of. 44),kiwiperu.turismo@gmail.com,,984 605 567,14,01,01,Lambayeque,Chiclayo,Chiclayo,10167761882,Kiwi Travel Tours,Juan Daimo Chumioque Ruiz,2022-06-18,2025-01-20
Destiny Travel Cix,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Cl. Manuel Maria Izaga 711,ventas.destinytravelcix@gmail.com,,936534245,14,01,01,Lambayeque,Chiclayo,Chiclayo,20603786832,Destiny Travel Cix,Destiny Travel Cix S.A.C,2022-06-18,2025-01-18
Tony Tours,2205,Agencias De Viajes Y Turismo,220502,Agencias Minoristas,220502,Agencias Minoristas,Av. Principal 121 Urb. San Martin (Exclusivamente Digital),turismo_tonytours@hotmail.com,,920031187,20,03,02,Piura,Huancabamba,Canchaque,20605364854,Tony Tours,Turismo Tony  Tours E. I. R. L.,2022-06-21,2025-01-04
Via En Bus Travel,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,"Av. Loreto 1306 Barrio Sur, Piura",viaenbustravel@gmail.com,www.viaenbustravel.com,73628830,20,01,01,Piura,Piura,Piura,20604329036,Via En Bus Travel,Via En Bus Travel Empresa Individual De Responsabilidad Limitada,2022-06-25,2025-01-04
Intigreen Agencia De Viajes Y Turismo,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Jr. Las Begonias 367,intigreenreservas@gmail.com,www.intigreenviajes.com,943869739,22,09,09,San Martin,San Martin,La Banda De Shilcayo,20610096051,Intigreen Agencia De Viajes Y Turismo,Intigreen E.I.R.L,2022-08-09,2025-01-17
Hostal Oro Negro,2201,Establecimientos De Hospedaje,220103,Hostales,22010301,Hs.3 Estrellas,Av. San Martin Mz. H Lt  85/87,info@oronegrotalarahostal.com     info@hoteloronegro.pe,http://oronegrotalarahostal.com,994190450,20,07,01,Piura,Talara,Parinas,20525638287,Hostal Oro Negro,Inversiones Oro Negro Sac,2022-08-11,2025-01-04
Senor Chicherio,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Av. Francisco Bolognesi 390 Mz.60 Lt.21-A,contacto.s.chicherio@gmail.com,,073 371940,20,01,05,Piura,Piura,Catacaos,20606583541,Senor Chicherio,Picanteria Senor Chicherio Sac,2022-08-17,2025-01-06
Turismo Coronado,2203,Transporte,220301,Terrestre,22030102,Transporte Turistico,Mz. I Lote. 4 A.H. Alm. Miguel Grau 2 Etapa / Al Interior Del Aeropuerto De Piura,americataxipiura@hotmail.com,,969619342,20,01,01,Piura,Piura,Piura,20600409302,Turismo Coronado,Empresa Transporte Personal Turistico Coronado S.R.L.,2022-08-21,2025-01-04
La Cholita Cataquense,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. Libertad 724,machiza_25@hotmail.com,,959424971,20,01,05,Piura,Piura,Catacaos,10478834948,La Cholita Cataquense,Chiroque Zapata Mayda Yuly,2022-09-26,2025-01-06
Picanteria La Percy,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. Tumbes 1009,vidalon90@hotmail.com,,901421854,20,01,05,Piura,Piura,Catacaos,10027995425,Picanteria La Percy,Chunga Gutierrez Maria Del Carmen,2022-09-29,2025-01-06
Picanteria La Pedregalena 1,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,A.H. Lucas Cutivalu Ii Etapa Mz. M Lt. 1 Cl. Jose Galvez,picanterialapedre_1@hotmail.com,,922112960,20,01,05,Piura,Piura,Catacaos,10026936450,Picanteria La Pedregalena 1,Santos Vilcherrez De Villegas Nelly,2022-10-02,2025-01-06
Picanteria La Pedregalena 2,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,A.H. Lucas Cutivalu Mz. Q Lt. 21 Cl. Jose Galvez,,,950476828,20,01,05,Piura,Piura,Catacaos,10026996029,Picanteria La Pedregalena 2,Santos Vilcherres Segunda Esther,2022-10-02,2025-01-06
Picanteria La Sazon De Timana,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. Trujillo 260 - Centro De Catacaos,jptlasazondetimana@gmail.com,,969823177,20,01,05,Piura,Piura,Catacaos,10027076080,Picanteria La Sazon De Timana,Pacherrez Timana Juan Demata,2022-10-02,2025-01-06
Restaurant - Cevicheria El Ganso Azul,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. Josefina Ramos De Cox 504,,,073 281014,20,01,05,Piura,Piura,Catacaos,10027060558,Restaurant - Cevicheria El Ganso Azul,Sosa Risco Josefa,2022-10-02,2025-01-06
Picanteria La Bayona,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. Comercio 401,,,997828275,20,01,05,Piura,Piura,Catacaos,10608308739,Picanteria La Bayona,Jimenez Ramos Sunny Arelly,2022-10-02,2025-01-06
Restaurant Turistico La Tallapoma,2202,Alimentos Y Bebidas,220218,Picanterias,220218,Picanterias,Jr. San Sebastian 10 - Centro De Catacaos,tallapomarestaurante@gmail.com,,073 559330,20,01,05,Piura,Piura,Catacaos,20609206994,Restaurant Turistico La Tallapoma,Restaurant Turistico La Tallapoma Sac,2022-10-02,2025-01-06
Gusto Y Sazon,2202,Alimentos Y Bebidas,220215,Juguerias,220215,Juguerias,Jr. Ayacucho 609,,,998530159,20,01,01,Piura,Piura,Piura,20609990237,Gusto Y Sazon,Gusto Y Sazon Piurano E.I.R.L.,2022-11-28,2025-01-06
Gusto Y Sazon,2202,Alimentos Y Bebidas,220202,Restaurantes Comida Peruana,220202,Restaurantes Comida Peruana,Jr. Ayacucho 609,,,998530159,20,01,01,Piura,Piura,Piura,20609990237,Gusto Y Sazon,Gusto Y Sazon Piurano E.I.R.L.,2022-11-28,2025-01-06
Tour National Vip,2205,Agencias De Viajes Y Turismo,220503,Operador De Turismo,220503,Operador De Turismo,Av. Grau 648,tournationalvip@gmail.com,www.tournationalvip.com,943846592,20,07,06,Piura,Talara,Mancora,20605204580,Tour National Vip,Tour National Vip,2022-12-01,2025-01-04
Viajes Cusco Peru,2205,Agencias De Viajes Y Turismo,220501,Agencias Mayoristas,220501,Agencias Mayoristas,Luis Orbegoso B-1 Condominio Villa Huancaro Dep.803 Torre 2,viajescuscoperu@gmail.com,www.viajescuscoperu.com,970909088,08,01,06,Cusco,Cusco,Santiago,20609279860,Viajes Cusco Peru,Viajes Cusco Peru Tours E.I.R.L,2022-12-02,2025-01-14
