NOMBRE DE SERVICIO TURÍSTICO;IDENTIFICADOR DE CLASIFICACIÓN;CLASIFICACIÓN;IDENTIFICADOR DE CATEGORÍA;CATEGORÍA;IDENTIFICADOR DE SUBCATEGORÍA;SUBCATEGORÍA;DIRECCIÓN;CORREO ELECTRÓNICO;SITIO WEB;TELÉFONO;CÓDIGO DE DEPARTAMENTO;CÓDIGO DE PROVINCIA;CÓDIGO DE DISTRITO;NOMBRE DE DEPARTAMENTO;NOMBRE DE PROVINCIA;NOMBRE DE DISTRITO;RUC;SIGLAS;NOMBRE DE EMPRESA;FECHA DE REGISTRO DE EMPRESA;FECHA ACTUALIZACIÓN DATOS DE EMPRESA
Andino Tours Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Urb. El Edén A-19;info@andinotoursperu.com;www.andinotoursperu.com;984780610;8;1;5;Cusco;Cusco;San Sebastián;20604837724;Andino Tours Peru;Inversiones Turísticas Aremic S.A.C.;13/03/2020;25/01/2025
Andino Tours Peru;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. El Edén A-19;info@andinotoursperu.com;www.andinotoursperu.com;939420650;8;1;5;Cusco;Cusco;San Sebastián;20604837724;Andino Tours Peru;Inversiones Turísticas Aremic S.A.C.;13/03/2020;25/01/2025
La Vaca Loca Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Los Rubies Mz. N Lot. 14 Urb. Miraflores;informeslavacaloca@gmail.com; ;991417287;20;1;4;Piura;Piura;Castilla;20603524439;La Vaca Loca Tours;Asociado e Inversiones D y B S.A.C.;16/10/2020;4/01/2025
La Vaca Loca Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Los Rubies Mz. N Lot. 14 Urb. Miraflores;informeslavacaloca@gmail.com; ;991417287;20;1;4;Piura;Piura;Castilla;20603524439;La Vaca Loca Tours;Asociado e Inversiones D y B S.A.C.;16/10/2020;4/01/2025
Millonarios Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Callao 355;millonariostravel@gmail.com;https://millonarios-travel.negocio.site/;946416416;22;1;1;San Martín;Moyobamba;Moyobamba;20604931615;Millonarios Travel;Millonarios Travel E.I.R.L.;9/12/2020;22/01/2025
Millonarios Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Antonio Raymondi N° 282;millonariostravel@gmail.com;https://millonarios-travel.negocio.site/;942800954;22;9;1;San Martín;San Martín;Tarapoto;20604931615;Millonarios Travel;Millonarios Travel E.I.R.L.;9/12/2020;22/01/2025
Qallwa Hotel;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Prolongación Mariscal Benavides 1471 Panamericana Sur;ventas@qallwahotels.com;https://qallwahotels.com/; 056 265151;11;2;10;Ica;Chincha;Sunampe;20512423516;Qallwa Hotel;Negocios e Inversiones Mevel S.A.C.;11/12/2020;7/01/2025
Qallwa Hotel;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Prolongación Mariscal Benavides 1471 Panamericana Sur;ventas@qallwahotels.com;https://qallwahotels.com/;989068354;11;2;10;Ica;Chincha;Sunampe;20512423516;Qallwa Hotel;Negocios e Inversiones Mevel S.A.C.;11/12/2020;7/01/2025
Qallwa Hotel;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Av. Prol. Libertad con Panamericana Norte - Casma Ref. Km. 379;recepcioncasma@qallwahotels.com;https://qallwahotels.com/; 043 269920;2;8;1;Áncash;Casma;Casma;20512423516;Qallwa Hotel;Negocios e Inversiones Mevel S.A.C.;11/12/2020;7/01/2025
Qallwa Hotel;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Av. Prol. Libertad con Panamericana Norte - Casma Ref. Km. 379;recepcioncasma@qallwahotels.com;https://qallwahotels.com/;987240084;2;8;1;Áncash;Casma;Casma;20512423516;Qallwa Hotel;Negocios e Inversiones Mevel S.A.C.;11/12/2020;7/01/2025
Andean Exclusive Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Urb. Balconcillo Alto C-6 ;operaciones@andeanexclusive.com     reservas2@andeanexclusive.com;www.andeanexclusive.com;979721194;8;1;1;Cusco;Cusco;Cusco;20600979079;Andean Exclusive Tours;Andean Exclusive S.R.L.;14/12/2020;21/01/2025
Qorianka Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220501;Agencias Mayoristas;220501;Agencias Mayoristas;Cl. Garcilaso 210;qoriankatoursperu@hotmail.com; ;974978771;8;1;1;Cusco;Cusco;Cusco;20490215264;Qorianka Tours;Qorianka Tours S.R.L;12/02/2021;30/01/2025
Mistic World Travel Agency;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Espaderos 105 ;info@mysticworldtravel.com;www.mysticworldtravel.com;953421611;8;1;1;Cusco;Cusco;Cusco;20564003540;Mistic World Travel Agency;Mistic World Travel Agency E.I.R.L.;25/02/2021;25/01/2025
New Life Style;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. Sol 236;reservas@newtravelagency.net     newtravelagencyperu@gmail.com;www.newtravelagency.net;958225077;8;1;1;Cusco;Cusco;Cusco;20605163697;New Life Style;New Lifestyle Tour E.I.R.L.;29/03/2021;15/01/2025
Kintu;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Tancarpata, Sector Qosqopucro;bienvenido@kintuexpeditions.com;www.kintuexpeditions.com;984680163;8;1;5;Cusco;Cusco;San Sebastián;20490079492;Kintu;Inversiones Turísticas K'intu E.I.R.L.;7/04/2021;24/01/2025
Turismo Zavaleta;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Piura 436;zavaleta_peru@hotmail.com;www.zavaletaturismoperu.com;944220019;20;7;6;Piura;Talara;Máncora;20603572077;Turismo Zavaleta;Turismo Zavaleta S.R.L;4/05/2021;4/01/2025
KB Adventures;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Portal Espinar 163;info@kbtourstravel.com;www.kbtourstravel.com;978730410;8;1;1;Cusco;Cusco;Cusco;20490084577;KB Adventures;Agencia Turismo K.B. Adventures S.A.C.;20/05/2021;24/01/2025
Samiria Jungle Hotel;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010102;H.4 Estrellas;Jr. Ricardo Palma 159;gerencia@samiriajunglehotel.com     reservas@samiriajunglehotel.com;www.samiriajunglehotel.com; 065 223232;16;1;1;Loreto;Maynas;Iquitos;20607969788;Samiria Jungle Hotel;Samiria Jungle Hotel E.I.R.L;27/05/2021;16/01/2025
Machupicchu Explorers;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Unión Tiobamba J-1;infor@machupicchuexplorers.com.pe;www.expeditionsmachupicchu.com;950336553;8;1;6;Cusco;Cusco;Santiago;20604840717;Machupicchu Explorers;Machupicchu Explorers E.I.R.L;28/05/2021;15/01/2025
Agencia de viajes Info Machupicchu Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;A.P.V Chinchaysuyo B-12 ;info@infomachupicchutravel.com ;www.infomachupicchutravel.com ;986392568;8;1;3;Cusco;Cusco;Poroy;20605728104;Agencia de viajes Info Machupicchu Travel;Info Machupicchu Travel S.R.L.;8/06/2021;15/01/2025
Amazon Gold Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Rioja 357;fctarapoto@gmail.com, gerencia@amozongoldtravel.com;www.amazongoldtravel.com/;934514599;22;9;1;San Martín;San Martín;Tarapoto;20601209889;Amazon Gold Travel;Amazon Gold Grain E.I.R.L.;11/06/2021;22/01/2025
Mood Hotel LifeStyle;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Av. Saénza Pena 396;reservas@qallarix.pe;www.moodhotels.pe/chiclayo;936150050;14;1;1;Lambayeque;Chiclayo;Chiclayo;20604828776;Mood Hotel LifeStyle;QALLARIX RRV E.I.R.L;19/07/2021;20/01/2025
Rent a Car San José;2203;TRANSPORTE;220301;Terrestre;22030104;Alquiler de autos;Av. Fitzcarral s/n  Aeropuerto ; rentacarsanjosesacchiclayo@hotmail.com  ;www.rentacarsanjose.pe;074 223652;14;1;1;Lambayeque;Chiclayo;Chiclayo;20175642341;Rent a Car San José;Estación de Servicios San José S.A.C.;23/07/2021;4/01/2025
Rent a Car San José;2203;TRANSPORTE;220301;Terrestre;22030104;Alquiler de autos;Av. Córpac 247 (Al interior del aeropuerto de Piura);rentacarsanjosesacaeropuerto@hotmail.com;www.rentacarsanjose.pe;946022333;20;1;4;Piura;Piura;Castilla;20175642341;Rent a Car San José;Estación de Servicios San José S.A.C.;23/07/2021;4/01/2025
Jasthy'n Travel Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220501;Agencias Mayoristas;220501;Agencias Mayoristas;Av. El Sol 900, Of. 402;reservas@jasthyn-travel.com;https://jasthyn-travel.com/;981307060;8;1;1;Cusco;Cusco;Cusco;20605736913;Jasthy'n Travel Tours;Jasthy'n Travel Tours E.I.R.L.;21/08/2021;26/01/2025
Travel Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;A. H Marko Jara Mz. J Lote 15 (exclusivamente digital);agenciadeviajestravelperu@gmail.com;;933485412;20;5;1;Piura;Paita;Paita;10470132286;Travel Perú;Travel Perú;26/08/2021;4/01/2025
Perú Terra Expeditions ;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Centro Comercial Ruiseñores Portal de Panes 123, Of. 104;peruterraexpeditions@gmail.com     info@peruterraexpeditions.com;www.peruterraexpeditions.com;997123560;8;1;1;Cusco;Cusco;Cusco;20600722426;Perú Terra Expeditions ;Perú Terra Expeditions EIRL;27/08/2021;21/01/2025
Rua Hotel Boutique;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220101;Hoteles;22010103;H.3 Estrellas;Cl. Libertad 1082;reservas@ruahoteles.com      recepcion@ruahoteles.com;WWW.ruahoteles.com;980029770;20;1;1;Piura;Piura;Piura;20607132420;Rua Hotel Boutique;Corporación Larf S.A.C;30/09/2021;4/01/2025
Tayta Travel Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Los Girasoles Mz J Lt.12 Urb. Las Colinas del Chira, ADUS;taytatraveltour@gmail.com;taytatraveltours.com ;974133331;20;6;1;Piura;Sullana;Sullana;20607504181;Tayta Travel Tours;Tayta Travel Perú SAC;25/10/2021;4/01/2025
Luxury Viajes;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Urb. Miraflores Cal. Mz. J Lt 18;info@luxuryviajesperu.com; ;73624525;20;1;4;Piura;Piura;Castilla;20608147242;Luxury Viajes;Luxury viajes and Cruises SAC;22/12/2021;4/01/2025
Piura Sandboard ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. San Francisco 221;piurasandboard@gmail.com; ; 073 527788;20;8;1;Piura;Sechura;Sechura;20606335971;Piura Sandboard ;Piura Sandboard E.I.R.L;13/01/2022;4/01/2025
Wayki Trek;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Quera 239;sales@waykitrek.net     leocusi@waykitrek.net;www.waykitrek.net; 084 224092;8;1;1;Cusco;Cusco;Cusco;20450643441;Wayki Trek;Wayki Trek Transportes Turisticos S.A.C.;25/02/2022;26/01/2025
Daazu Viajes y Turismo;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Jr. Prolongación Jorge Chaves 173 Barrio waycu (Presencial y digital);daazuviajesyturismo@gmail.com, bechi.6@hotmail.com;daazuviajesyturismo.negocio.site;941853670;22;9;1;San Martín;San Martín;Tarapoto;10706766401;Daazu Viajes y Turismo;García Chung Betsy Carolina;2/03/2022;17/01/2025
Ideas Piura Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Ayacucho 459;infomes@ideaspiuratours.com;www.ideaspiuratours.com;945368416;20;1;1;Piura;Piura;Piura;20604249296;Ideas Piura Tours;Ideas Piura Tours E.I.R.L;14/03/2022;4/01/2025
Tour Tarapoto;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Moyobamba 119-Tarapoto;reservas@tourtarapoto.com;www.tourtarapoto.com;981306465;22;9;1;San Martín;San Martín;Tarapoto;20605471961;Tour Tarapoto;Tour Tarapoto Adventure EIRL;2/04/2022;9/01/2025
Agencia de Viajes y Turismo Alegre´s;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Juan Bautista 839 ;robercito100@hotmail.com     agenciadeviajesalegres@gmail.com; ;975688002;2;1;1;Áncash;Huaraz;Huaraz;20605597506;Agencia de Viajes y Turismo Alegre´s;Agencia de Viajes y Turismo Alegre´s E.I.R.L.;5/04/2022;3/01/2025
Agencia de Viajes y Turismo Alegre´s;2203;TRANSPORTE;220301;Terrestre;22030102;Transporte turístico;Jr. Juan Bautista 839 ;robercito100@hotmail.com     agenciadeviajesalegres@gmail.com; ;975688002;2;1;1;Áncash;Huaraz;Huaraz;20605597506;Agencia de Viajes y Turismo Alegre´s;Agencia de Viajes y Turismo Alegre´s E.I.R.L.;5/04/2022;3/01/2025
 Suites del Mar;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010301;Hs.3 Estrellas;Playa del Amor 48;reservas@hoteldelmarmancora.com;www.suitesdelmarmancora.com;073 496852;20;7;6;Piura;Talara;Máncora;20526272731; Suites del Mar;J40 E.I.R.L.;9/05/2022;3/01/2025
Hotel Paraíso  - Piura;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220107;Hospedaje no Categorizado;220107;Hospedaje no Categorizado;Jr Callao 111 con Malecón Eguiguren 606;reservaspiu@hotelesparaiso.com.pe;https://hotelesparaiso.com.pe/piura/ ; 073 700086;20;1;1;Piura;Piura;Piura;20601704774;Hotel Paraíso  - Piura;Hotelier S.A.C;24/05/2022;3/01/2025
Norte Suites Boutique;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010301;Hs.3 Estrellas;Panamericana Norte km 127.5 - Caleta el Ñuro;reservas@nortesuitesboutique.com;https://www.nortesuitesboutique.com/es/index.html;924489439;20;7;5;Piura;Talara;Los Órganos;20605858245;Norte Suites Boutique;NCLH Perú SAC;29/05/2022;4/01/2025
Costamar Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220501;Agencias Mayoristas;220501;Agencias Mayoristas;Cl. 7 de enero 676 ;consultas@costamar.com; www.costamar.com;074 274149;14;1;1;Lambayeque;Chiclayo;Chiclayo;20126339632;Costamar Travel;Costamar travel cruise & tours S.A.C.;16/06/2022;17/01/2025
Costamar Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220501;Agencias Mayoristas;220501;Agencias Mayoristas;Jr. Pizarro 568, Pasaje peatonal;grp.vacacionestrujillo@costamar.com.pe; www.costamar.com;044 643140;13;1;1;La Libertad;Trujillo;Trujillo;20126339632;Costamar Travel;Costamar travel cruise & tours S.A.C.;16/06/2022;17/01/2025
D Tour;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Mariscal Nieto 480, Centro Comercial Boulevard (OF. N° 08);agenciadtour@hotmail.com;   ;950 045 506;14;1;1;Lambayeque;Chiclayo;Chiclayo;20600197704;D Tour;D Tour S.A.C ;17/06/2022;17/01/2025
Garza Travel Tours ;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo; Cl. Los Pinos 157 - Santa Victoria ( Atención Digital) ;garzatravel@hotmail.com ;  ;979210529;14;1;1;Lambayeque;Chiclayo;Chiclayo;20479578771;Garza Travel Tours ;Garza Travel Tours E.I.R.L.;17/06/2022;17/01/2025
Joymeyros;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Alfonso Ugarte 609 (OF.302)  3er Piso (Remoto)  ;joymeyros@hotmail.com;  ;944 221 047;14;1;1;Lambayeque;Chiclayo;Chiclayo;20487999904;Joymeyros;Joymeyros Tours  E.I.R.L;17/06/2022;17/01/2025
Maravillas Tours Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Cl. Trompeteros 319;reservas.maravillastourstoursperu@gmail.com;www.maravillastoursperu.com;950878039;14;1;1;Lambayeque;Chiclayo;Chiclayo;20601070996;Maravillas Tours Perú;Maravillas Tours Perú S.A.C ;17/06/2022;17/01/2025
Mauva Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Pje. La Puntilla  271,- Urb. Fdco. Villareal  ;mauva.infotours@gmail.com      reservas.mauvatravel@gmail.com;www.mauvatravel.com;968809568;14;1;1;Lambayeque;Chiclayo;Chiclayo;10410898522;Mauva Travel;Luis Enrique Oblitas Pastor  ;17/06/2022;21/01/2025
Pómac Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;"Via Mz ""A"" - Lote S/N- Cas. Pomac III ( Exclusivamente Digital) ";gerencia@pomactours.com;www.pomactours.com;968982587;14;2;5;Lambayeque;Ferreñafe;Pítipo;20600046048;Pómac Tours;Pómac Tours S.A.C;17/06/2022;17/01/2025
Rutas Y Rumbos Travel ;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Elías Aguirre 728 - 2do Piso;rutas.destinostravel@gmail.com;www.rutasyrumbos.clickandbook.com/;991 971 773;14;1;1;Lambayeque;Chiclayo;Chiclayo;20603302797;Rutas Y Rumbos Travel ;Rutas Y Rumbos Agencia de Viaje E.I.R.L;18/06/2022;21/01/2025
Turismo Lambayeque;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Minavir 208 - Urb. San Isidro ;turismolambayeque@outlook.com;   ;944 477 900;14;1;1;Lambayeque;Chiclayo;Chiclayo;20539109635;Turismo Lambayeque;Turismo Lambayeque S.A.C ;18/06/2022;17/01/2025
D' Vega Perú Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220501;Agencias Mayoristas;220501;Agencias Mayoristas;Cl. Leticia 440;devegaperutravel@gmail.com;  ;968241226;14;1;1;Lambayeque;Chiclayo;Chiclayo;20488022904;D' Vega Perú Travel;D' Vega Perú Travel E.I.R.L ;18/06/2022;21/01/2025
Kiwi Travel Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. San José 755 - 4º Piso (Of. 44) ;kiwiperu.turismo@gmail.com;  ;984 605 567;14;1;1;Lambayeque;Chiclayo;Chiclayo;10167761882;Kiwi Travel Tours;Juan Daimo Chumioque Ruíz  ;18/06/2022;20/01/2025
Destiny Travel Cix;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Cl. Manuel Maria Izaga 711;ventas.destinytravelcix@gmail.com;    ;936534245;14;1;1;Lambayeque;Chiclayo;Chiclayo;20603786832;Destiny Travel Cix;Destiny Travel Cix S.A.C;18/06/2022;18/01/2025
Tony Tours;2205;AGENCIAS DE VIAJES Y TURISMO;220502;Agencias Minoristas;220502;Agencias Minoristas;Av. Principal 121 Urb. San Martin (exclusivamente digital);turismo_tonytours@hotmail.com; ;920031187;20;3;2;Piura;Huancabamba;Canchaque;20605364854;Tony Tours;Turismo Tony  Tours E. I. R. L.;21/06/2022;4/01/2025
Via en Bus Travel;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Loreto 1306 Barrio Sur, Piura;viaenbustravel@gmail.com;www.viaenbustravel.com;73628830;20;1;1;Piura;Piura;Piura;20604329036;Via en Bus Travel;Via en Bus Travel Empresa Individual De Responsabilidad Limitada;25/06/2022;4/01/2025
Intigreen Agencia de Viajes y Turismo;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Las Begonias 367;intigreenreservas@gmail.com;www.intigreenviajes.com;943869739;22;9;9;San Martín;San Martín;La Banda de Shilcayo;20610096051;Intigreen Agencia de Viajes y Turismo;Intigreen E.I.R.L;9/08/2022;17/01/2025
Hostal Oro Negro;2201;ESTABLECIMIENTOS DE HOSPEDAJE;220103;Hostales;22010301;Hs.3 Estrellas;Av. San Martin Mz. H Lt  85/87;info@oronegrotalarahostal.com     info@hoteloronegro.pe; http://oronegrotalarahostal.com;994190450;20;7;1;Piura;Talara;Pariñas;20525638287;Hostal Oro Negro;Inversiones Oro Negro SAC;11/08/2022;4/01/2025
Señor Chicherío;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Av. Francisco Bolognesi 390 Mz.60 Lt.21-A;contacto.s.chicherio@gmail.com; ; 073 371940;20;1;5;Piura;Piura;Catacaos;20606583541;Señor Chicherío;Picantería Señor Chicherío SAC;17/08/2022;6/01/2025
Turismo Coronado;2203;TRANSPORTE;220301;Terrestre;22030102;Transporte turístico;Mz. I Lote. 4 A.H. Alm. Miguel Grau 2 Etapa / al interior del aeropuerto de Piura;americataxipiura@hotmail.com; ;969619342;20;1;1;Piura;Piura;Piura;20600409302;Turismo Coronado;Empresa Transporte Personal Turístico Coronado S.R.L.;21/08/2022;4/01/2025
La Cholita Cataquense;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Jr. Libertad 724;machiza_25@hotmail.com; ;959424971;20;1;5;Piura;Piura;Catacaos;10478834948;La Cholita Cataquense;Chiroque Zapata Mayda Yuly;26/09/2022;6/01/2025
Picantería La Percy;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Jr. Tumbes 1009;vidalon90@hotmail.com; ;901421854;20;1;5;Piura;Piura;Catacaos;10027995425;Picantería La Percy;Chunga Gutiérrez María Del Carmen;29/09/2022;6/01/2025
Picantería La Pedregaleña 1;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;A.H. Lucas Cutivalú II etapa Mz. M Lt. 1 cl. José Galvez;picanterialapedre_1@hotmail.com;  ;922112960;20;1;5;Piura;Piura;Catacaos;10026936450;Picantería La Pedregaleña 1;Santos Vilcherrez De Villegas Nelly;2/10/2022;6/01/2025
Picantería La Pedregaleña 2;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;A.H. Lucas Cutivalú Mz. Q Lt. 21 cl. José Gálvez; ; ;950476828;20;1;5;Piura;Piura;Catacaos;10026996029;Picantería La Pedregaleña 2;Santos Vilcherres Segunda Esther;2/10/2022;6/01/2025
Picantería La sazón de Timaná;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Jr. Trujillo 260 - centro de Catacaos;jptlasazondetimana@gmail.com;  ;969823177;20;1;5;Piura;Piura;Catacaos;10027076080;Picantería La sazón de Timaná;Pacherrez Timana Juan Demata;2/10/2022;6/01/2025
Restaurant - Cevichería El Ganso azul;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Jr. Josefina Ramos de Cox 504; ; ;073 281014;20;1;5;Piura;Piura;Catacaos;10027060558;Restaurant - Cevichería El Ganso azul;Sosa Risco Josefa;2/10/2022;6/01/2025
Picantería La Bayona;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Jr. Comercio 401; ;  ;997828275;20;1;5;Piura;Piura;Catacaos;10608308739;Picantería La Bayona;Jimenez Ramos Sunny Arelly;2/10/2022;6/01/2025
Restaurant Turístico La Tallapoma;2202;ALIMENTOS Y BEBIDAS;220218;Picanterías;220218;Picanterías;Jr. San Sebastián 10 - Centro de Catacaos;tallapomarestaurante@gmail.com; ;073 559330;20;1;5;Piura;Piura;Catacaos;20609206994;Restaurant Turístico La Tallapoma;Restaurant Turístico La Tallapoma SAC;2/10/2022;6/01/2025
Gusto y sazón;2202;ALIMENTOS Y BEBIDAS;220215;Juguerías;220215;Juguerías;Jr. Ayacucho 609; ;  ;998530159;20;1;1;Piura;Piura;Piura;20609990237;Gusto y sazón;Gusto y Sazón Piurano E.I.R.L.;28/11/2022;6/01/2025
Gusto y sazón;2202;ALIMENTOS Y BEBIDAS;220202;Restaurantes comida Peruana;220202;Restaurantes comida Peruana;Jr. Ayacucho 609; ;  ;998530159;20;1;1;Piura;Piura;Piura;20609990237;Gusto y sazón;Gusto y Sazón Piurano E.I.R.L.;28/11/2022;6/01/2025
Tour National Vip;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Av. Grau 648;tournationalvip@gmail.com;www.tournationalvip.com;943846592;20;7;6;Piura;Talara;Máncora;20605204580;Tour National Vip;Tour National VIP;1/12/2022;4/01/2025
Viajes Cusco Perú;2205;AGENCIAS DE VIAJES Y TURISMO;220501;Agencias Mayoristas;220501;Agencias Mayoristas;Luis Orbegoso B-1 Condominio Villa Huancaro Dep.803 Torre 2;viajescuscoperu@gmail.com;www.viajescuscoperu.com;970909088;8;1;6;Cusco;Cusco;Santiago;20609279860;Viajes Cusco Perú;Viajes Cusco Perú Tours E.I.R.L;2/12/2022;14/01/2025
Oriente Místico Viajes y Turismo;2205;AGENCIAS DE VIAJES Y TURISMO;220503;Operador de Turismo;220503;Operador de Turismo;Jr. Lamas 127;orientemisticoviajes@gmail.com;www.toursentarapoto.com;968324412;22;9;1;San Martín;San Martín;Tarapoto;20606199636;Oriente Místico Viajes y Turismo;Grupo Hesal SAC;15/12/2022;17/01/2025
